Date,aqi,co,dew,humidity,no2,o3,pm10,pm25,precipitation,pressure,so2,temperature,wind gust,wind speed
2020-12-06,,4.0,14.1,85.9,5.0,,18.0,24.0,,1006.6,6.0,15.2,,2.0
2020-12-07,,4.0,13.9,78.6,4.0,,24.0,36.0,,1006.9,5.0,16.8,,2.0
2020-12-08,,3.0,13.9,67.9,2.0,,20.0,37.0,,1006.1,4.0,17.6,,2.0
2020-12-09,,5.0,15.4,80.0,9.0,,28.0,44.0,,1003.3,4.0,18.0,,1.0
2020-12-10,,5.0,16.0,81.1,8.0,,32.0,53.0,,1002.8,5.0,19.7,,2.0
2020-12-11,,5.0,17.9,85.2,6.0,,30.0,49.0,,1001.8,6.0,20.0,,1.0
2020-12-12,,4.0,18.8,92.8,6.0,,23.0,40.0,,999.8,3.0,19.6,,2.0
2020-12-13,,4.0,21.8,96.4,4.0,,23.0,38.0,,997.8,2.0,22.4,,2.0
2020-12-14,,4.0,21.6,89.7,5.0,,4.0,28.0,99.0,1000.6,3.0,22.2,,2.0
2020-12-15,,4.0,13.8,94.4,2.0,,2.0,7.0,99.3,1006.8,4.0,14.3,,2.0
2020-12-16,,3.0,11.1,88.2,2.0,,15.0,18.0,99.1,1009.0,12.0,13.0,,2.0
2020-12-17,,3.0,11.2,87.6,3.0,,7.0,9.0,99.3,1007.9,5.0,13.2,,2.0
2020-12-18,,3.0,10.5,83.1,2.0,,11.0,12.0,,1008.0,10.0,13.0,,2.0
2020-12-19,,3.0,9.4,80.0,2.0,,1.0,4.0,,1010.7,10.0,13.2,,2.0
2020-12-20,,3.0,8.1,67.0,2.0,,1.0,,,1011.9,6.0,13.3,,2.0
2020-12-21,,3.0,7.2,58.5,3.0,,23.0,29.0,,1008.4,5.0,15.4,,2.0
2020-12-22,,4.0,10.9,69.6,9.0,,31.0,40.0,,1004.9,9.0,17.3,,2.0
2020-12-23,,3.0,14.8,80.4,7.0,,22.0,28.0,,1003.5,7.0,17.1,,1.0
2020-12-24,,4.0,15.5,87.0,7.0,,11.0,14.0,99.8,1003.4,5.0,17.8,,1.0
2020-12-25,,4.0,15.6,84.3,9.0,,19.0,27.0,,1003.6,4.0,17.6,,1.0
2020-12-26,,5.0,16.4,91.5,14.0,,29.0,46.0,,1002.2,11.0,18.3,,1.0
